13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SY (N/m^2)
8762  ;-6,712  ;3,79255  ;0,387996  ;-9,05050e+04
6381  ;-10  ;6,78193  ;2,19304  ;-9,05119e+04
6172  ;-9,1309  ;10  ;2,99491  ;-9,05198e+04
11215  ;-9,10938  ;0  ;2,97632  ;-9,05221e+04
10690  ;-10  ;9,1309  ;2,9949  ;-9,05323e+04
7021  ;-3,13171  ;3,21128  ;0,354985  ;-9,05396e+04
9868  ;-6,76868  ;0  ;2,19022  ;-9,05536e+04
9477  ;-4,03528  ;2,80142  ;0,354985  ;-9,05549e+04
10080  ;-4,1356  ;7,15298  ;0,374698  ;-9,05599e+04
10406  ;-2,86327  ;4,13536  ;0,374612  ;-9,05601e+04
11054  ;-5,80021  ;7,18879  ;0,38245  ;-9,05730e+04
327  ;-7,02869  ;10  ;1,7389  ;-9,05784e+04
5768  ;0  ;7,54934  ;1,77215  ;-9,05788e+04
5213  ;-6,80715  ;2,73667  ;0,313697  ;-9,05846e+04
7959  ;-6,76376  ;7,27196  ;0,312632  ;-9,05848e+04
7958  ;-7,17948  ;6,86364  ;0,312632  ;-9,05853e+04
429  ;-10  ;3  ;1,73205  ;-9,06024e+04
5763  ;-3,17281  ;7,26542  ;0,312645  ;-9,06079e+04
9521  ;-0,434674  ;0  ;1,75845  ;-9,06180e+04
3287  ;-2,76461  ;6,84905  ;0,312645  ;-9,06234e+04
5765  ;-3,23396  ;6,74274  ;0,374698  ;-9,06419e+04
10754  ;-7,21961  ;3,15344  ;0,313697  ;-9,06649e+04
88  ;-3  ;0  ;1,73205  ;-9,06731e+04
4729  ;-1,29904  ;5,25  ;0  ;-9,06783e+04
7980  ;-7,2855  ;4,81876  ;0,389066  ;-9,06794e+04
7981  ;-7,28524  ;5,36626  ;0,389066  ;-9,06830e+04
4728  ;-1,29904  ;5,75  ;0  ;-9,06838e+04
8342  ;-2,38541  ;5,04673  ;0,328383  ;-9,06902e+04
9445  ;0  ;4,25  ;1,29904  ;-9,06904e+04
10915  ;-7,16165  ;6,35078  ;0,366282  ;-9,07152e+04
10751  ;-7,22059  ;4,17741  ;0,387996  ;-9,07211e+04
7203  ;-3,54079  ;2,79071  ;0,354985  ;-9,07233e+04
8290  ;-2,3852  ;4,509  ;0,328383  ;-9,07473e+04
8924  ;-6,33699  ;2,81657  ;0,364799  ;-9,07482e+04
90  ;-7  ;0  ;1,73205  ;-9,07557e+04
207  ;0  ;2,97133  ;1,73896  ;-9,07654e+04
5764  ;-3,64216  ;7,15912  ;0,374698  ;-9,07687e+04
7019  ;-2,84374  ;3,64494  ;0,374612  ;-9,07866e+04
8364  ;-2,44934  ;0  ;1,77134  ;-9,07924e+04
389  ;-10  ;0,866025  ;3,5  ;-9,07951e+04
7184  ;0  ;2,75278  ;2,1623  ;-9,08074e+04
9637  ;-5,03431  ;2,16647  ;0,323275  ;-9,08160e+04
8328  ;-2,79272  ;0  ;2,13213  ;-9,08184e+04
167  ;0  ;9,13398  ;3,5  ;-9,08197e+04
10284  ;-2,35704  ;6,92613  ;0,27411  ;-9,08200e+04
210  ;0  ;7  ;1,73205  ;-9,08233e+04
7205  ;-3,93008  ;2,30919  ;0,315232  ;-9,08272e+04
9438  ;-5,9874  ;2,34047  ;0,314207  ;-9,08273e+04
51  ;-0,866025  ;0  ;3,5  ;-9,08382e+04
10969  ;-4,99883  ;10  ;2,65963  ;-9,08440e+04
5776  ;-1,29904  ;4,75  ;0  ;-9,08448e+04
281  ;-9,13398  ;10  ;3,5  ;-9,08460e+04
11134  ;-6,28918  ;7,19455  ;0,38245  ;-9,08579e+04
8371  ;-4,42457  ;2,31991  ;0,315232  ;-9,08614e+04
413  ;-10  ;9,13398  ;3,5  ;-9,08674e+04
6325  ;-10  ;7,6089  ;1,81895  ;-9,08686e+04
5444  ;-3,75  ;8,70096  ;0  ;-9,08751e+04
5950  ;0  ;7,20744  ;2,13216  ;-9,08822e+04
5443  ;-4,25  ;8,70096  ;0  ;-9,08870e+04
6049  ;-2,3911  ;10  ;1,81895  ;-9,08879e+04
10562  ;-7,24737  ;10  ;2,16189  ;-9,08891e+04
8553  ;-5,25  ;8,70096  ;0  ;-9,08893e+04
9450  ;-2,33267  ;3,97928  ;0,31424  ;-9,08950e+04
5638  ;-5,00146  ;0  ;2,66928  ;-9,08983e+04
75  ;-9,13398  ;0  ;3,5  ;-9,09091e+04
306  ;-0,866025  ;10  ;3,5  ;-9,09176e+04
2287  ;0  ;6,75  ;1,29904  ;-9,09182e+04
9226  ;-6,75  ;0  ;1,29904  ;-9,09420e+04
1755  ;-3,31124  ;6,24611  ;0,451918  ;-9,09445e+04
7240  ;-10  ;5,00263  ;2,65964  ;-9,09592e+04
10752  ;-7,23508  ;3,69022  ;0,387996  ;-9,09699e+04
7206  ;-3,45817  ;2,3442  ;0,308597  ;-9,09785e+04
190  ;0  ;0,866025  ;3,5  ;-9,09879e+04
7841  ;-9,70981  ;9,43904  ;2,99848  ;-9,09975e+04
10507  ;0  ;2,3911  ;1,81895  ;-9,10066e+04
8308  ;-4,25  ;1,29904  ;0  ;-9,10137e+04
8318  ;-6,48104  ;2,33376  ;0,314207  ;-9,10191e+04
7957  ;-7,21045  ;7,32901  ;0,312632  ;-9,10194e+04
8551  ;-5,75  ;8,70096  ;0  ;-9,10253e+04
7022  ;-2,64829  ;3,13325  ;0,345645  ;-9,10352e+04
5214  ;-7,27242  ;2,70588  ;0,313697  ;-9,10362e+04
7026  ;-1,29904  ;4,25  ;0  ;-9,10388e+04
7027  ;-1,29904  ;3,75  ;0  ;-9,10506e+04
10426  ;-6,25  ;8,70096  ;0  ;-9,10539e+04
10745  ;-7,609  ;10  ;1,81888  ;-9,10596e+04
6086  ;-0,433013  ;9,56699  ;3,5  ;-9,10833e+04
6048  ;-2,75278  ;10  ;2,1623  ;-9,10834e+04
5512  ;-9,56699  ;0,433013  ;3,5  ;-9,10846e+04
9540  ;-3,05737  ;2,71267  ;0,345645  ;-9,10872e+04
8640  ;-4,75  ;8,70096  ;0  ;-9,10894e+04
8345  ;-2,31315  ;3,48886  ;0,31424  ;-9,10895e+04
9418  ;-8,70096  ;6,25  ;0  ;-9,11000e+04
6324  ;-10  ;7,24722  ;2,1623  ;-9,11006e+04
5968  ;-2,70749  ;7,29621  ;0,312645  ;-9,11095e+04
448  ;-10  ;5,54829  ;2,65947  ;-9,11336e+04
6189  ;-9,56699  ;9,56699  ;3,5  ;-9,11664e+04
9225  ;-7,25  ;0  ;1,29904  ;-9,11746e+04
191  ;0  ;0,872179  ;2,4898  ;-9,11751e+04
11033  ;-7,6382  ;4,48186  ;0,387424  ;-9,11803e+04
9405  ;-10  ;6,25  ;1,29904  ;-9,11813e+04
104  ;-4,45364  ;0  ;2,66953  ;-9,11889e+04
7006  ;-2,35934  ;5,48968  ;0,389173  ;-9,11894e+04
9458  ;-0,433013  ;0,433013  ;3,5  ;-9,11903e+04
7154  ;-3,95845  ;10  ;2,65329  ;-9,11910e+04
3519  ;-10  ;5,25  ;1,29904  ;-9,11915e+04
7017  ;-1,29904  ;6,25  ;0  ;-9,11985e+04
111  ;-5,54928  ;0  ;2,66903  ;-9,12111e+04
449  ;-10  ;4,45697  ;2,65981  ;-9,12125e+04
341  ;-4,45205  ;10  ;2,65947  ;-9,12158e+04
4211  ;-4,75  ;10  ;1,29904  ;-9,12185e+04
9867  ;-7,23985  ;0  ;2,1503  ;-9,12197e+04
7062  ;0  ;4,99979  ;2,65966  ;-9,12200e+04
1753  ;-2,81008  ;5,85526  ;0,451918  ;-9,12323e+04
10901  ;-8,70096  ;5,25  ;0  ;-9,12450e+04
10902  ;-8,70096  ;5,75  ;0  ;-9,12524e+04
5245  ;-6,76437  ;1,30238  ;0  ;-9,12565e+04
307  ;-0,872179  ;10  ;2,4898  ;-9,12622e+04
4899  ;-6,25  ;1,29904  ;0  ;-9,12681e+04
8340  ;-2,99104  ;2,31748  ;0,308597  ;-9,12830e+04
7249  ;-7,68261  ;3,06504  ;0,308691  ;-9,12869e+04
414  ;-10  ;9,12782  ;2,4898  ;-9,12943e+04
2302  ;-7,05399  ;2,28237  ;0,313697  ;-9,13057e+04
8576  ;-7,00327  ;7,7301  ;0,312632  ;-9,13135e+04
9996  ;0  ;4,75  ;1,29904  ;-9,13161e+04
228  ;0  ;4,45391  ;2,65957  ;-9,13240e+04
7979  ;-7,75397  ;5,09113  ;0,389066  ;-9,13353e+04
8291  ;-1,90745  ;4,2784  ;0,328383  ;-9,13390e+04
6065  ;-8,70096  ;4,25  ;0  ;-9,13504e+04
10633  ;-2,29992  ;7,3733  ;0,27411  ;-9,13505e+04
343  ;-5,54561  ;10  ;2,6598  ;-9,13566e+04
263  ;-10  ;10  ;5  ;-9,13596e+04
10627  ;-2,92605  ;7,71956  ;0,312645  ;-9,13622e+04
147  ;0  ;10  ;5  ;-9,13680e+04
6227  ;-0,403518  ;9,52807  ;2,98259  ;-9,13746e+04
40  ;-10  ;0  ;5  ;-9,13759e+04
22  ;0  ;0  ;5  ;-9,13796e+04
10425  ;-6,75  ;8,70096  ;0  ;-9,13813e+04
11333  ;-8,70096  ;4,75  ;0  ;-9,13814e+04
9972  ;0  ;0,866025  ;4  ;-9,13913e+04
283  ;-9,12783  ;10  ;2,48981  ;-9,14039e+04
8037  ;-10  ;6,04174  ;2,6533  ;-9,14062e+04
6395  ;0  ;3,95955  ;2,65334  ;-9,14147e+04
8313  ;-3,96611  ;0  ;2,65885  ;-9,14155e+04
7429  ;-1,29904  ;3,25  ;0  ;-9,14211e+04
227  ;0  ;5,54567  ;2,65975  ;-9,14319e+04
1754  ;-2,79032  ;6,34693  ;0,451918  ;-9,14368e+04
9208  ;-6,04332  ;0  ;2,6587  ;-9,14395e+04
11027  ;-10  ;3,96896  ;2,64984  ;-9,14413e+04
450  ;-10  ;3,48095  ;2,63986  ;-9,14551e+04
10060  ;-7,2551  ;8,69789  ;0  ;-9,14551e+04
6453  ;-10  ;9,13398  ;4  ;-9,14590e+04
9707  ;-9,13398  ;10  ;4  ;-9,14601e+04
5438  ;-6,03931  ;10  ;2,65279  ;-9,14727e+04
3671  ;-0,866025  ;0  ;4  ;-9,14742e+04
5682  ;-10  ;0,866025  ;4  ;-9,14753e+04
3673  ;-0,458057  ;0,344477  ;4,01091  ;-9,14790e+04
4430  ;-9,13398  ;0  ;4  ;-9,14836e+04
9402  ;-10  ;6,76433  ;1,30249  ;-9,14900e+04
4903  ;-6,2135  ;1,87612  ;0,314207  ;-9,14903e+04
76  ;-9,08478  ;0  ;2,45264  ;-9,14940e+04
3517  ;-10  ;5,75  ;1,29904  ;-9,14994e+04
447  ;-10  ;6,53518  ;2,64712  ;-9,15018e+04
7450  ;-9,63045  ;0,52748  ;2,95157  ;-9,15046e+04
340  ;-3,46485  ;10  ;2,64712  ;-9,15055e+04
5660  ;-0,866025  ;10  ;4  ;-9,15116e+04
7634  ;0  ;9,13398  ;4  ;-9,15159e+04
10972  ;-6,00303  ;7,64681  ;0,397258  ;-9,15181e+04
9670  ;-4,84909  ;4,9846  ;0,623252  ;-9,15334e+04
8289  ;-1,90745  ;4,7784  ;0,328383  ;-9,15388e+04
4898  ;-5,75  ;1,29904  ;0  ;-9,15391e+04
6064  ;-8,70096  ;3,75  ;0  ;-9,15428e+04
8582  ;-4,50782  ;7,80512  ;0,371186  ;-9,15448e+04
8374  ;-2,59025  ;2,68595  ;0,345645  ;-9,15531e+04
7016  ;-1,29904  ;6,75  ;0  ;-9,15559e+04
7431  ;-1,85493  ;3,74868  ;0,31424  ;-9,15567e+04
10909  ;-7,63104  ;4,03318  ;0,416609  ;-9,15680e+04
9234  ;-8,70096  ;3,25  ;0  ;-9,15709e+04
9910  ;-3,75  ;1,29904  ;0  ;-9,15717e+04
5246  ;-7,28768  ;1,32747  ;0  ;-9,15766e+04
8581  ;-3,98294  ;7,67374  ;0,407867  ;-9,15845e+04
9390  ;-7,68215  ;7,01767  ;0,322011  ;-9,15919e+04
7422  ;-5,49857  ;2,06752  ;0,32023  ;-9,16256e+04
7180  ;-8,67554  ;7,27871  ;0  ;-9,16391e+04
8311  ;-4,69676  ;1,85561  ;0,315232  ;-9,16496e+04
8307  ;-5,25  ;1,29904  ;0  ;-9,16687e+04
8310  ;-4,19676  ;1,85561  ;0,315232  ;-9,16740e+04
168  ;0  ;9,08381  ;2,45707  ;-9,16748e+04
7087  ;-7,65754  ;6,01928  ;0,418164  ;-9,16767e+04
5299  ;0  ;6,03337  ;2,65495  ;-9,16790e+04
390  ;-10  ;0,916196  ;2,45707  ;-9,16803e+04
52  ;-0,909966  ;0  ;2,47092  ;-9,16895e+04
7179  ;-8,69751  ;6,76433  ;0  ;-9,17028e+04
10207  ;-3,72485  ;1,89063  ;0,308597  ;-9,17036e+04
8009  ;-10  ;3,03329  ;2,58614  ;-9,17106e+04
10420  ;-6,492  ;7,65258  ;0,397258  ;-9,17170e+04
6241  ;-3,75  ;10  ;1,29904  ;-9,17190e+04
1456  ;-4,25762  ;4,928  ;0,633279  ;-9,17228e+04
10632  ;-1,89884  ;7,16612  ;0,27411  ;-9,17403e+04
112  ;-3,47859  ;0  ;2,64816  ;-9,17430e+04
9857  ;-7,55023  ;0  ;1,77104  ;-9,17465e+04
226  ;0  ;3,46518  ;2,64712  ;-9,17508e+04
1495  ;-5,64109  ;4,99539  ;0,64061  ;-9,17554e+04
9899  ;-1,30212  ;7,2551  ;0  ;-9,17589e+04
10455  ;-7,64554  ;3,54599  ;0,416609  ;-9,17668e+04
7647  ;-3,23567  ;8,69751  ;0  ;-9,17686e+04
11323  ;-4,58495  ;5,32994  ;0,639734  ;-9,17710e+04
8500  ;-4,58333  ;4,62792  ;0,63963  ;-9,17767e+04
6939  ;-5,27506  ;4,66161  ;0,643295  ;-9,17881e+04
8492  ;-2,71418  ;1,32752  ;0  ;-9,17904e+04
9672  ;-5,27669  ;5,36363  ;0,643399  ;-9,17906e+04
4209  ;-4,25  ;10  ;1,29904  ;-9,17991e+04
6276  ;-10  ;4,25  ;1,29904  ;-9,18014e+04
5957  ;-3,4895  ;7,67988  ;0,407867  ;-9,18017e+04
1492  ;-4,90903  ;4,32784  ;0,64598  ;-9,18043e+04
7432  ;-1,85493  ;3,24868  ;0,31424  ;-9,18130e+04
8327  ;-3,03202  ;0  ;2,59018  ;-9,18213e+04
110  ;-6,53737  ;0  ;2,64838  ;-9,18230e+04
7882  ;-8,70356  ;0  ;3,2375  ;-9,18279e+04
342  ;-6,53301  ;10  ;2,64579  ;-9,18284e+04
9233  ;-8,70096  ;2,75  ;0  ;-9,18368e+04
1539  ;-4,91229  ;5,73187  ;0,646188  ;-9,18441e+04
8339  ;-3,2105  ;1,89402  ;0,308597  ;-9,18465e+04
2305  ;-6,72787  ;1,87947  ;0,314207  ;-9,18521e+04
7866  ;-10  ;2,24351  ;2,17237  ;-9,18595e+04
7465  ;-0,433013  ;10  ;4,75  ;-9,18597e+04
8913  ;-5,25  ;0  ;1,29904  ;-9,18612e+04
5801  ;0  ;9,56699  ;4,75  ;-9,18650e+04
221  ;0  ;6,52108  ;2,65016  ;-9,18673e+04
5517  ;-0,387377  ;9,44197  ;3,93885  ;-9,18687e+04
6427  ;-10  ;9,56699  ;4,75  ;-9,18714e+04
6221  ;-2,72129  ;8,67554  ;0  ;-9,18716e+04
7248  ;-7,73542  ;2,61748  ;0,308691  ;-9,18747e+04
8352  ;-2,19008  ;2,89307  ;0,345645  ;-9,18752e+04
8024  ;-9,56699  ;0  ;4,75  ;-9,18795e+04
6426  ;-9,56699  ;10  ;4,75  ;-9,18845e+04
9473  ;0  ;0,433013  ;4,75  ;-9,18850e+04
4423  ;-10  ;1,30243  ;3,23566  ;-9,18888e+04
10007  ;-1,29904  ;2,75  ;0  ;-9,18920e+04
8886  ;-2,99954  ;10  ;2,61638  ;-9,18930e+04
6445  ;-9,42117  ;9,62862  ;3,87723  ;-9,18934e+04
7876  ;-10  ;0,433013  ;4,75  ;-9,18945e+04
7481  ;-1,29904  ;10  ;3,25  ;-9,18956e+04
8493  ;-3,23565  ;1,30243  ;0  ;-9,18995e+04
9472  ;-0,433013  ;0  ;4,75  ;-9,19027e+04
9693  ;-10  ;1,32752  ;2,7142  ;-9,19228e+04
2496  ;0  ;8,69758  ;3,23566  ;-9,19269e+04
6380  ;-10  ;7,00048  ;2,61638  ;-9,19274e+04
6173  ;-8,70096  ;10  ;3,25  ;-9,19356e+04
5949  ;0  ;6,96797  ;2,59121  ;-9,19373e+04
7868  ;-10  ;1,82011  ;2,39182  ;-9,19399e+04
9851  ;-0,889657  ;0  ;1,99391  ;-9,19404e+04
8904  ;-2,54321  ;2,33599  ;0,33434  ;-9,19438e+04
7442  ;-7,00853  ;0  ;2,60846  ;-9,19488e+04
10052  ;-10  ;8,70096  ;3,25  ;-9,19506e+04
7118  ;-7,65885  ;5,51183  ;0,476467  ;-9,19508e+04
8469  ;0  ;8,67249  ;2,7142  ;-9,19682e+04
7088  ;-7,66851  ;6,51168  ;0,418164  ;-9,19804e+04
4403  ;-9,6304  ;0,620759  ;3,87908  ;-9,19839e+04
10799  ;-1,30247  ;0  ;3,23564  ;-9,19841e+04
8270  ;0  ;7,75677  ;2,17226  ;-9,19888e+04
10324  ;-10  ;8,69789  ;2,7449  ;-9,19933e+04
7482  ;-1,30212  ;10  ;2,7449  ;-9,19986e+04
9691  ;-7,50555  ;2,3192  ;0,319338  ;-9,20020e+04
10803  ;0  ;1,34152  ;2,19438  ;-9,20041e+04
3457  ;-8,69789  ;10  ;2,74491  ;-9,20058e+04
10491  ;-1,32444  ;0  ;2,7211  ;-9,20191e+04
6588  ;-7,86735  ;1,40899  ;0  ;-9,20230e+04
7185  ;0  ;2,9997  ;2,61638  ;-9,20273e+04
6274  ;-10  ;4,75  ;1,29904  ;-9,20385e+04
10228  ;0  ;1,29904  ;3,25  ;-9,20517e+04
6239  ;-3,23567  ;10  ;1,30249  ;-9,20530e+04
10229  ;0  ;1,30212  ;2,7449  ;-9,20589e+04
7751  ;-1,34152  ;10  ;2,19438  ;-9,20628e+04
10065  ;0  ;8,17992  ;2,39179  ;-9,20628e+04
5670  ;-0,572715  ;0,432063  ;2,91975  ;-9,20747e+04
9447  ;-2,21574  ;2,579  ;0,323364  ;-9,20789e+04
10390  ;-8,67896  ;0  ;2,71382  ;-9,20869e+04
7961  ;-8,59554  ;7,85894  ;0  ;-9,20888e+04
9070  ;0  ;8,59124  ;2,13466  ;-9,20950e+04
9688  ;-10  ;1,40879  ;2,13469  ;-9,20954e+04
7932  ;-7,43487  ;7,75995  ;0,3182  ;-9,21086e+04
3203  ;-1,88138  ;5,22135  ;0,389173  ;-9,21095e+04
10308  ;-10  ;8,65848  ;2,19438  ;-9,21267e+04
1526  ;-4,94848  ;7,08737  ;0,586031  ;-9,21280e+04
5486  ;-9,55888  ;0  ;1,69515  ;-9,21285e+04
446  ;-10  ;7,46578  ;2,58565  ;-9,21295e+04
10069  ;-6,99953  ;10  ;2,61533  ;-9,21321e+04
10653  ;-3,75  ;0  ;1,29904  ;-9,21355e+04
9696  ;-7,79007  ;0  ;2,18929  ;-9,21387e+04
8046  ;-4,0365  ;4,61495  ;0,672317  ;-9,21484e+04
9391  ;-7,71311  ;7,48304  ;0,322011  ;-9,21492e+04
339  ;-2,53422  ;10  ;2,58565  ;-9,21515e+04
10026  ;-2,24206  ;0  ;2,17142  ;-9,21517e+04
2995  ;-8,10667  ;4,75423  ;0,387424  ;-9,21645e+04
224  ;0  ;7,41487  ;2,53226  ;-9,21657e+04
10439  ;-2,13452  ;1,40873  ;0  ;-9,21658e+04
7100  ;0  ;5,27283  ;3,06193  ;-9,21715e+04
10391  ;-8,59262  ;0  ;2,13134  ;-9,21941e+04
7523  ;-2,33002  ;6,06548  ;0,46886  ;-9,21998e+04
6357  ;-5,26238  ;4,06894  ;0,684457  ;-9,22024e+04
11381  ;-4,3622  ;4,31487  ;0,678667  ;-9,22086e+04
11377  ;-5,6284  ;4,40272  ;0,681772  ;-9,22096e+04
9401  ;-10  ;7,27871  ;1,32446  ;-9,22162e+04
9668  ;-4,65832  ;5,98339  ;0,67325  ;-9,22176e+04
5931  ;-3,98243  ;5,29783  ;0,681518  ;-9,22209e+04
8765  ;-4,66028  ;3,94991  ;0,67755  ;-9,22224e+04
7548  ;-4,72603  ;10  ;3,06179  ;-9,22271e+04
445  ;-10  ;2,58563  ;2,53242  ;-9,22271e+04
6942  ;-5,96992  ;5,29822  ;0,685328  ;-9,22306e+04
9587  ;-0,429637  ;10  ;1,69776  ;-9,22371e+04
7259  ;-3,25  ;0  ;1,29904  ;-9,22426e+04
11361  ;-5,94887  ;4,71077  ;0,688097  ;-9,22435e+04
7213  ;-10  ;7,86686  ;2,79283  ;-9,22473e+04
6047  ;-2,17254  ;10  ;2,2423  ;-9,22613e+04
2498  ;0  ;8,70096  ;3,75  ;-9,22624e+04
108  ;-2,58544  ;0  ;2,53221  ;-9,22704e+04
9442  ;-1,29904  ;0  ;3,75  ;-9,22768e+04
9971  ;0  ;1,29904  ;3,75  ;-9,22770e+04
8278  ;-2,72129  ;10  ;1,32446  ;-9,22776e+04
7991  ;-10  ;5,27414  ;3,06179  ;-9,22827e+04
7853  ;-10  ;1,29904  ;3,75  ;-9,22902e+04
6794  ;-4,67641  ;6,66114  ;0,643171  ;-9,22937e+04
8911  ;-5,75  ;0  ;1,29904  ;-9,22938e+04
5736  ;0  ;4,72696  ;3,06183  ;-9,22979e+04
8761  ;-6,20318  ;3,78849  ;0,659163  ;-9,22979e+04
3462  ;-2,14106  ;8,59554  ;0  ;-9,22992e+04
11322  ;-4,30976  ;5,69976  ;0,687972  ;-9,23020e+04
7992  ;-10  ;4,72849  ;3,06196  ;-9,23024e+04
6464  ;-8,70096  ;10  ;3,75  ;-9,23027e+04
3778  ;-9,56391  ;9,56391  ;2,4898  ;-9,23037e+04
11032  ;-8,10667  ;4,25423  ;0,387424  ;-9,23073e+04
11030  ;-5,61378  ;5,67152  ;0,695256  ;-9,23089e+04
3455  ;-8,65857  ;10  ;2,19433  ;-9,23093e+04
5767  ;0  ;7,25  ;1,29904  ;-9,23118e+04
7079  ;-3,76077  ;3,63645  ;0,65033  ;-9,23220e+04
9476  ;-4,46218  ;2,67197  ;0,567455  ;-9,23253e+04
5930  ;-3,63051  ;4,93128  ;0,669675  ;-9,23264e+04
412  ;-10  ;9,13398  ;4,5  ;-9,23304e+04
5674  ;-4,7303  ;0  ;3,09305  ;-9,23310e+04
3202  ;-1,88138  ;5,72135  ;0,389173  ;-9,23316e+04
7397  ;-8,70096  ;0  ;3,75  ;-9,23324e+04
7643  ;-2,13314  ;10  ;2,79283  ;-9,23338e+04
10977  ;-5,2728  ;10  ;3,06195  ;-9,23340e+04
6323  ;-10  ;7,82746  ;2,2423  ;-9,23372e+04
10807  ;0  ;2,17255  ;2,2423  ;-9,23416e+04
7933  ;-7,22769  ;8,16103  ;0,3182  ;-9,23495e+04
5587  ;-1,29904  ;10  ;3,75  ;-9,23614e+04
5673  ;-5,27812  ;0  ;3,0928  ;-9,23656e+04
338  ;-7,46605  ;10  ;2,58487  ;-9,23662e+04
7260  ;-2,7449  ;0  ;1,30211  ;-9,23662e+04
7750  ;-1,77146  ;10  ;2,44948  ;-9,23711e+04
225  ;0  ;2,53423  ;2,58565  ;-9,23810e+04
109  ;-7,47969  ;0  ;2,56854  ;-9,23883e+04
289  ;-9,13398  ;10  ;4,5  ;-9,23891e+04
10762  ;-8,66103  ;2,20089  ;0  ;-9,23897e+04
10321  ;-10  ;8,22854  ;2,44948  ;-9,23925e+04
2304  ;-7,28712  ;1,89569  ;0,319338  ;-9,24060e+04
9606  ;0  ;7,83802  ;2,75179  ;-9,24065e+04
7925  ;-7,82768  ;10  ;2,24186  ;-9,24132e+04
8905  ;-2,76266  ;1,91253  ;0,33434  ;-9,24153e+04
396  ;-10  ;0,866025  ;4,5  ;-9,24211e+04
173  ;0  ;9,13398  ;4,5  ;-9,24228e+04
10050  ;-10  ;8,70096  ;3,75  ;-9,24250e+04
8624  ;-5,24937  ;6,03976  ;0,698045  ;-9,24281e+04
7698  ;-1,93824  ;7,71665  ;0,27411  ;-9,24341e+04
7867  ;-10  ;2,16224  ;2,75187  ;-9,24359e+04
10027  ;-1,8188  ;0  ;2,39096  ;-9,24364e+04
5265  ;-2,16218  ;0  ;2,75174  ;-9,24400e+04
3456  ;-8,22863  ;10  ;2,44943  ;-9,24465e+04
8555  ;-5,23834  ;8,50629  ;0,28256  ;-9,24472e+04
5090  ;-4,28196  ;8,26885  ;0,371186  ;-9,24480e+04
7247  ;-8,13659  ;2,8246  ;0,308691  ;-9,24556e+04
6429  ;-9,56699  ;9,56699  ;4,5  ;-9,24624e+04
9697  ;-8,1868  ;0  ;2,39252  ;-9,24646e+04
47  ;-9,13398  ;0  ;4,5  ;-9,24690e+04
7926  ;-7,867  ;10  ;2,79244  ;-9,24718e+04
305  ;-0,866025  ;10  ;4,5  ;-9,24720e+04
8554  ;-5,73834  ;8,50629  ;0,28256  ;-9,24721e+04
10419  ;-6,73152  ;8,11072  ;0,397258  ;-9,24732e+04
189  ;0  ;0,866025  ;4,5  ;-9,24734e+04
50  ;-0,866025  ;0  ;4,5  ;-9,24774e+04
8642  ;-4,78196  ;8,26885  ;0,371186  ;-9,24823e+04
309  ;-1,81087  ;10  ;1,89895  ;-9,24845e+04
3354  ;-7,87641  ;0  ;2,77177  ;-9,24847e+04
5515  ;-0,433013  ;9,56699  ;4,5  ;-9,24855e+04
6486  ;-10  ;9,57036  ;1,69776  ;-9,24963e+04
6955  ;-1,34152  ;7,80562  ;0  ;-9,25070e+04
3286  ;-2,31026  ;6,55715  ;0,46886  ;-9,25108e+04
1587  ;-3,81538  ;4,3019  ;0,711355  ;-9,25203e+04
4401  ;-9,56699  ;0,433013  ;4,5  ;-9,25208e+04
9475  ;-0,433013  ;0,433013  ;4,5  ;-9,25213e+04
10317  ;-7,80562  ;8,65848  ;0  ;-9,25243e+04
574  ;-9,13398  ;4,5  ;0  ;-9,25332e+04
1523  ;-4,40435  ;6,23491  ;0,700311  ;-9,25337e+04
8351  ;-1,81557  ;2,78611  ;0,323364  ;-9,25353e+04
10490  ;-1,40432  ;0  ;2,14078  ;-9,25428e+04
8724  ;-8,13646  ;7,26448  ;0,322011  ;-9,25476e+04
5718  ;-10  ;3,06409  ;3,05165  ;-9,25529e+04
10428  ;-4,11345  ;3,93694  ;0,710238  ;-9,25611e+04
11336  ;-5,26747  ;6,71751  ;0,667967  ;-9,25638e+04
9530  ;-0,454983  ;0,43609  ;2,48036  ;-9,25659e+04
1493  ;-5,61572  ;3,81005  ;0,722935  ;-9,25684e+04
11367  ;-4,05579  ;5,95128  ;0,715034  ;-9,25777e+04
1544  ;-4,41152  ;3,57197  ;0,70912  ;-9,25870e+04
10508  ;0  ;2,72129  ;1,32446  ;-9,25979e+04
10074  ;-10  ;6,94753  ;3,06431  ;-9,25997e+04
10802  ;0  ;1,77146  ;2,44948  ;-9,26083e+04
10421  ;-6,23152  ;8,11072  ;0,397258  ;-9,26100e+04
5908  ;-4,07071  ;0  ;3,17944  ;-9,26168e+04
10501  ;0  ;2,13314  ;2,79283  ;-9,26197e+04
9856  ;-7,80023  ;0  ;1,33803  ;-9,26422e+04
7894  ;-5,93619  ;4,1181  ;0,72926  ;-9,26464e+04
8557  ;-4,0704  ;10  ;3,16984  ;-9,26467e+04
5427  ;-3,05249  ;10  ;3,06431  ;-9,26550e+04
7102  ;0  ;5,92912  ;3,17276  ;-9,26553e+04
