13:21; lunes; abril 20; 2026
Nombre de estudio:Análisis estático 1
Unidades: N/m^2
Referencia seleccionada: Todos
Nodo  ;X (mm)  ;Y (mm)  ;Z (mm)  ;SZ (N/m^2)
11286  ;-10  ;4,75  ;8,70096  ;-4,01249e+01
7791  ;-3,04404  ;8,80948  ;5,24748  ;-4,01555e+01
6419  ;-9,63739  ;3,6375  ;5,29814  ;-4,02240e+01
9239  ;-9,68248  ;8,3352  ;3,77049  ;-4,04160e+01
4218  ;-9,64482  ;5,93684  ;3,67154  ;-4,06379e+01
5290  ;-0,317653  ;7,62172  ;4,37449  ;-4,09692e+01
8935  ;-9,66118  ;7,76394  ;1,15603  ;-4,09798e+01
9451  ;-1,0667  ;4,52305  ;5,31083  ;-4,12993e+01
155  ;0  ;4  ;10  ;-4,13247e+01
4805  ;-9,36288  ;8,30206  ;3,0788  ;-4,13366e+01
11328  ;-10  ;0  ;8,5  ;-4,16154e+01
11040  ;-0,351901  ;4,46516  ;3,95329  ;-4,19185e+01
9311  ;-10  ;5,25  ;9,56699  ;-4,20012e+01
2386  ;-0,422269  ;1,26496  ;10  ;-4,23231e+01
9153  ;-5,67688  ;1,01695  ;5,36247  ;-4,23685e+01
8386  ;-0,346145  ;4,29865  ;4,43739  ;-4,29780e+01
6413  ;-9,13435  ;10  ;1,94273  ;-4,38750e+01
7916  ;-1,26102  ;4,84149  ;5,35343  ;-4,40794e+01
8  ;-10  ;10  ;10  ;-4,41544e+01
8602  ;-9,32065  ;5,62472  ;4,33752  ;-4,41945e+01
153  ;0  ;2  ;10  ;-4,46185e+01
4455  ;-1,13452  ;3,14215  ;5,29605  ;-4,46413e+01
2872  ;-3,32118  ;6,45244  ;6,14006  ;-4,47083e+01
6  ;0  ;10  ;10  ;-4,47630e+01
6441  ;-9,67985  ;4,32651  ;4,70181  ;-4,53194e+01
5699  ;-10  ;0  ;6,5  ;-4,54296e+01
6169  ;-10  ;10  ;6,5  ;-4,55119e+01
4  ;-10  ;0  ;10  ;-4,55496e+01
10547  ;-10  ;2,5  ;10  ;-4,58433e+01
5945  ;-0,655186  ;4,6904  ;4,0033  ;-4,60876e+01
5239  ;-9,5  ;9,5  ;10  ;-4,62294e+01
1422  ;-9,28841  ;3,84136  ;4,3877  ;-4,62698e+01
9518  ;-0,360057  ;2,30113  ;4,44222  ;-4,62944e+01
11248  ;-9,31353  ;4,83137  ;4,03305  ;-4,63432e+01
10019  ;0  ;0  ;6,5  ;-4,63805e+01
1087  ;-9,28476  ;6,12826  ;4,31189  ;-4,64529e+01
8588  ;-3,65684  ;9,63942  ;4,65247  ;-4,66391e+01
8958  ;0  ;0  ;7,5  ;-4,67309e+01
380  ;-10  ;4  ;10  ;-4,69134e+01
382  ;-10  ;2  ;10  ;-4,71232e+01
6228  ;-0,403518  ;9,09506  ;3,23259  ;-4,71734e+01
8417  ;-8,91626  ;2,52959  ;5,01455  ;-4,72338e+01
11476  ;-0,695013  ;0,941227  ;10  ;-4,74921e+01
6195  ;-8,15006  ;8,44723  ;4,891  ;-4,78299e+01
10868  ;0  ;3,5  ;10  ;-4,81536e+01
10863  ;0  ;4,5  ;10  ;-4,82783e+01
11343  ;-0,360057  ;2,27725  ;3,95106  ;-4,82817e+01
5738  ;-0,351901  ;4,09732  ;3,66213  ;-4,83516e+01
8774  ;-0,941239  ;9,30498  ;10  ;-4,84303e+01
2058  ;-6,80826  ;4,02873  ;6,14427  ;-4,84508e+01
7660  ;-0,307955  ;5,59518  ;4,69537  ;-4,84761e+01
11224  ;-10  ;0  ;7,5  ;-4,84794e+01
6174  ;-8,94817  ;9,69458  ;3,20029  ;-4,86364e+01
9072  ;0  ;2,5  ;10  ;-4,87810e+01
11441  ;0  ;0,5  ;10  ;-4,88781e+01
156  ;0  ;5  ;10  ;-4,92890e+01
9319  ;-10  ;6,5  ;10  ;-4,93198e+01
5708  ;-9,30499  ;9,05877  ;10  ;-4,94541e+01
5975  ;-9,6694  ;1,62192  ;1,88888  ;-4,94566e+01
2398  ;-5,73603  ;6,03708  ;6,30523  ;-4,95225e+01
5503  ;-1,62937  ;1,93283  ;5,04785  ;-4,97037e+01
11145  ;-10  ;10  ;5,5  ;-4,99085e+01
10192  ;-9,30965  ;1,65637  ;3,58186  ;-4,99721e+01
3910  ;-6,07506  ;8,21536  ;5,81519  ;-5,02190e+01
377  ;-10  ;7  ;10  ;-5,03079e+01
10100  ;-10  ;4,5  ;10  ;-5,05178e+01
9310  ;-10  ;5,5  ;10  ;-5,06934e+01
158  ;0  ;7  ;10  ;-5,09146e+01
7047  ;-9,22092  ;7,49598  ;4,12264  ;-5,09486e+01
5710  ;-9,57773  ;8,73504  ;10  ;-5,13586e+01
8615  ;-9,54982  ;7,19064  ;4,1459  ;-5,14459e+01
6257  ;0  ;5,5  ;10  ;-5,14518e+01
10676  ;-9,5  ;0,5  ;10  ;-5,16068e+01
10423  ;-0,720466  ;3,65752  ;4,80438  ;-5,17188e+01
10396  ;-10  ;3,5  ;10  ;-5,19912e+01
7863  ;-9,57772  ;1,26497  ;10  ;-5,20629e+01
8696  ;-10  ;0  ;5,5  ;-5,21553e+01
1217  ;-5,74612  ;1,39231  ;5,61337  ;-5,25576e+01
7466  ;-0,303285  ;4,93754  ;3,91328  ;-5,30469e+01
4408  ;-5,68231  ;1,82126  ;5,84701  ;-5,31274e+01
6371  ;-9,6442  ;3,76456  ;4,03623  ;-5,31467e+01
7803  ;0  ;10  ;6,5  ;-5,32608e+01
376  ;-10  ;8  ;10  ;-5,32625e+01
6096  ;0  ;10  ;5,5  ;-5,33314e+01
4406  ;-9,63634  ;1,80093  ;4,19754  ;-5,34390e+01
11290  ;0  ;6,5  ;10  ;-5,36459e+01
160  ;0  ;9  ;10  ;-5,36675e+01
10656  ;0  ;4,03581  ;5,36417  ;-5,36975e+01
4458  ;-1,51797  ;2,78283  ;5,26842  ;-5,38323e+01
157  ;0  ;6  ;10  ;-5,39548e+01
5843  ;-8,69597  ;7,95806  ;5,10003  ;-5,42670e+01
3747  ;-2,39399  ;6,41432  ;5,87922  ;-5,42915e+01
4554  ;-8,38282  ;6,04117  ;5,39391  ;-5,43190e+01
9488  ;0  ;0  ;5,5  ;-5,44835e+01
8019  ;-9,63525  ;4,11467  ;3,69385  ;-5,45395e+01
379  ;-10  ;5  ;10  ;-5,59448e+01
5672  ;-1,00573  ;0,432063  ;3,16975  ;-5,64945e+01
8866  ;-0,698045  ;4,33921  ;4,12825  ;-5,64965e+01
750  ;-2,31885  ;5,26091  ;5,83194  ;-5,66277e+01
11055  ;-3,85855  ;8,93945  ;5,37391  ;-5,74303e+01
10779  ;-9,62495  ;3,80009  ;1,90399  ;-5,75401e+01
5240  ;-10  ;9,5  ;10  ;-5,77806e+01
1325  ;-8,54951  ;2,14204  ;4,94492  ;-5,80507e+01
6696  ;-0,458057  ;1,2105  ;4,01091  ;-5,80784e+01
2279  ;-0,800871  ;4,52907  ;4,79902  ;-5,82766e+01
8074  ;-10  ;8,5  ;10  ;-5,83029e+01
2383  ;0  ;1,5  ;10  ;-5,85349e+01
5289  ;-0,317653  ;7,63436  ;3,88008  ;-5,87552e+01
8089  ;0  ;9,5  ;10  ;-5,88155e+01
5504  ;-2,10569  ;1,89223  ;5,30792  ;-5,94638e+01
2337  ;-1,96572  ;5,02922  ;5,77655  ;-5,96483e+01
11318  ;0  ;8,5  ;10  ;-5,97942e+01
2501  ;-0,387377  ;8,57595  ;3,93885  ;-5,99554e+01
8109  ;-0,711963  ;6,60722  ;4,14912  ;-6,06178e+01
10441  ;-0,351893  ;3,33912  ;3,78977  ;-6,07552e+01
8806  ;-10  ;7,5  ;10  ;-6,10765e+01
10223  ;-8,54455  ;4,75193  ;5,36305  ;-6,10959e+01
8421  ;-8,91109  ;2,00592  ;4,67  ;-6,12729e+01
11242  ;-9,32309  ;5,34178  ;4,013  ;-6,13473e+01
2163  ;-8,46453  ;5,52772  ;5,3582  ;-6,13518e+01
7881  ;-9,63634  ;2,27047  ;4,42433  ;-6,21473e+01
4600  ;-2,1844  ;5,89024  ;5,81748  ;-6,22185e+01
11288  ;0  ;7,5  ;10  ;-6,24006e+01
8737  ;-8,83631  ;5,9697  ;5,28404  ;-6,25968e+01
10842  ;-4,36857  ;9,65053  ;4,71487  ;-6,26279e+01
10622  ;-0,674391  ;5,56613  ;4,34158  ;-6,31800e+01
6336  ;-10  ;0,5  ;10  ;-6,34499e+01
10335  ;-10  ;1,5  ;10  ;-6,35549e+01
9640  ;-5,58488  ;9,68618  ;4,69684  ;-6,37034e+01
2834  ;-8,28693  ;3,21747  ;5,41517  ;-6,38954e+01
9305  ;-9,64238  ;6,21977  ;3,99605  ;-6,39425e+01
7092  ;-0,358389  ;6,26715  ;4,06469  ;-6,42885e+01
7880  ;-9,63634  ;2,25852  ;3,92926  ;-6,47283e+01
3893  ;-7,85803  ;5,71226  ;5,81149  ;-6,50714e+01
7105  ;-0,366435  ;5,9354  ;3,69036  ;-6,60858e+01
9119  ;-8,65284  ;8,35687  ;4,74573  ;-6,63091e+01
5935  ;-1,55861  ;5,20154  ;5,46606  ;-6,63814e+01
10912  ;-9,67827  ;5,06059  ;3,91363  ;-6,66026e+01
6088  ;-1,11783  ;2,16902  ;4,68088  ;-6,69189e+01
375  ;-10  ;9  ;10  ;-6,72308e+01
6253  ;-0,43609  ;9,5419  ;2,47343  ;-6,74363e+01
1540  ;-9,35849  ;2,07122  ;3,40556  ;-6,75845e+01
4592  ;-1,11724  ;6,36811  ;5,1863  ;-6,76735e+01
2206  ;-6,73415  ;6,66493  ;5,99936  ;-6,78375e+01
5944  ;-0,66972  ;5,21667  ;4,0287  ;-6,79343e+01
765  ;-5,18193  ;4,81409  ;6,29146  ;-6,85592e+01
8027  ;-1,07026  ;7,51072  ;4,87961  ;-6,86780e+01
1146  ;-1,97986  ;3,99398  ;5,63745  ;-6,87079e+01
902  ;-6,73399  ;2,36905  ;5,81972  ;-6,87610e+01
363  ;-4,4246  ;10  ;4,26242  ;-6,89243e+01
1917  ;-2,52843  ;5,78499  ;5,89367  ;-6,89826e+01
769  ;-5,55345  ;9,37237  ;4,99115  ;-6,93174e+01
7211  ;-10  ;7,81391  ;3,24075  ;-6,98091e+01
8157  ;-8,67875  ;3,57708  ;5,34074  ;-6,98134e+01
10502  ;-0,3041  ;2,28716  ;3,02746  ;-6,99811e+01
2837  ;-7,95616  ;3,30607  ;5,63374  ;-7,14112e+01
8028  ;-1,44345  ;8,03893  ;5,07057  ;-7,15696e+01
152  ;0  ;1  ;10  ;-7,17257e+01
4426  ;-9,63045  ;0,960493  ;3,20157  ;-7,21953e+01
3522  ;-9,68102  ;5,33089  ;1,83832  ;-7,23490e+01
5530  ;-8,91473  ;3,59521  ;4,98788  ;-7,24776e+01
7482  ;-1,30212  ;10  ;2,7449  ;-7,25043e+01
2346  ;-3,27976  ;4,64736  ;6,18014  ;-7,26545e+01
3629  ;-7,72324  ;4,80327  ;5,84295  ;-7,27145e+01
3598  ;-6,17625  ;2,30963  ;5,95019  ;-7,34318e+01
6191  ;-3,65021  ;1,39809  ;5,56792  ;-7,37126e+01
7214  ;-9,6804  ;8,2348  ;2,80831  ;-7,42577e+01
383  ;-10  ;1  ;10  ;-7,44889e+01
8016  ;-1,05821  ;8,72373  ;4,13937  ;-7,48620e+01
10565  ;-9,22855  ;2,93598  ;4,46531  ;-7,59193e+01
4603  ;-1,77729  ;6,06256  ;5,50699  ;-7,62545e+01
3661  ;-6,84102  ;7,82284  ;5,76168  ;-7,69970e+01
6695  ;-0,762157  ;1,36452  ;3,74554  ;-7,86199e+01
4404  ;-9,6304  ;1,48678  ;3,87908  ;-7,87498e+01
11246  ;-9,31511  ;4,40548  ;4,35204  ;-7,88589e+01
4022  ;-9,10364  ;8,82985  ;3,64772  ;-7,90871e+01
3891  ;-7,93974  ;5,19882  ;5,77577  ;-7,94324e+01
1663  ;-4,91257  ;3,56038  ;6,24158  ;-8,15946e+01
6273  ;-8,77599  ;6,46138  ;5,25139  ;-8,18124e+01
1901  ;-3,32251  ;5,2721  ;6,17057  ;-8,24848e+01
11024  ;-9,64482  ;5,55534  ;3,16116  ;-8,26272e+01
761  ;-6,28942  ;4,03233  ;6,17555  ;-8,28916e+01
4547  ;-8,3225  ;6,53285  ;5,36126  ;-8,30925e+01
4451  ;-1,99429  ;2,74223  ;5,52849  ;-8,33720e+01
9392  ;-1,11907  ;3,65699  ;5,00265  ;-8,33900e+01
10268  ;-0,32828  ;0,577018  ;2,00285  ;-8,35505e+01
7338  ;-3,6159  ;1,04089  ;5,27587  ;-8,38959e+01
10692  ;-9,70981  ;8,57301  ;2,99848  ;-8,41109e+01
10389  ;-9,58705  ;3,32128  ;3,76561  ;-8,42537e+01
2283  ;-0,758011  ;4,88026  ;4,67408  ;-8,42630e+01
4020  ;-9,39229  ;8,64027  ;3,26897  ;-8,43201e+01
1964  ;-4,73633  ;6,43756  ;6,24962  ;-8,44969e+01
1155  ;-9,41962  ;8,87808  ;2,99697  ;-8,45816e+01
5746  ;-0,353574  ;6,75688  ;3,2524  ;-8,53130e+01
6450  ;-0,724824  ;5,88999  ;4,06927  ;-8,60424e+01
3932  ;-3,00711  ;2,75536  ;5,84576  ;-8,62226e+01
9661  ;-9,63525  ;4,49927  ;3,18137  ;-8,64341e+01
1965  ;-4,34175  ;6,83602  ;6,16201  ;-8,71974e+01
7686  ;-6,81957  ;8,9843  ;5,10309  ;-8,72228e+01
10390  ;-8,67896  ;0  ;2,71382  ;-8,81922e+01
1231  ;-3,01561  ;1,58602  ;5,40293  ;-8,84563e+01
6095  ;-1,50495  ;3,6568  ;5,30229  ;-8,84665e+01
11075  ;-9,2239  ;5,1183  ;4,67462  ;-8,85385e+01
4457  ;-1,1321  ;2,78302  ;4,96878  ;-8,85630e+01
2160  ;-5,76669  ;7,46912  ;6,07951  ;-8,95330e+01
11382  ;-0,698038  ;3,58101  ;4,25589  ;-8,98073e+01
2364  ;-3,84764  ;8,05245  ;5,79549  ;-8,98247e+01
9607  ;-0,313401  ;7,63296  ;2,90344  ;-8,98855e+01
3390  ;-9,1922  ;6,59872  ;4,07003  ;-9,06970e+01
7935  ;-1,20704  ;5,24549  ;5,09832  ;-9,11567e+01
10226  ;-0,357572  ;3,20655  ;3,26046  ;-9,12642e+01
11048  ;-8,95308  ;4,27133  ;4,94636  ;-9,13359e+01
8113  ;-1,06027  ;5,58978  ;5,09959  ;-9,18282e+01
6443  ;-1,55104  ;4,48459  ;5,36503  ;-9,22559e+01
8457  ;-9,26629  ;2,51301  ;3,626  ;-9,24890e+01
8616  ;-9,54982  ;6,69023  ;3,7542  ;-9,24969e+01
5064  ;-7,94523  ;2,34569  ;5,53538  ;-9,29073e+01
9650  ;-9,27945  ;4,19147  ;4,04532  ;-9,34190e+01
2663  ;-8,00085  ;6,80201  ;5,49612  ;-9,43404e+01
8233  ;-6,32745  ;9,28017  ;5,02163  ;-9,44714e+01
2500  ;-0,387377  ;8,57256  ;3,42451  ;-9,47655e+01
8722  ;-8,72585  ;1,4058  ;4,33603  ;-9,50780e+01
4590  ;-1,61245  ;6,84696  ;5,18816  ;-9,53204e+01
7242  ;-9,6929  ;5,12896  ;2,30222  ;-9,56354e+01
1261  ;-1,34166  ;8,56352  ;4,40104  ;-9,59094e+01
3642  ;-8,32805  ;4,35638  ;5,43023  ;-9,70042e+01
3616  ;-7,72771  ;3,69932  ;5,7224  ;-9,73598e+01
1908  ;-3,74826  ;6,2134  ;6,13349  ;-9,74601e+01
5723  ;-9,65969  ;3,19089  ;3,23738  ;-9,74766e+01
8108  ;-1,06503  ;6,69183  ;4,94262  ;-9,77157e+01
6397  ;-0,357572  ;3,73093  ;3,35977  ;-9,79560e+01
8676  ;-9,2872  ;5,84533  ;3,98737  ;-9,80288e+01
2535  ;-5,17573  ;6,14197  ;6,23388  ;-9,86793e+01
5721  ;-9,65969  ;2,67063  ;3,12673  ;-1,00691e+02
932  ;-0,707148  ;6,99269  ;3,85464  ;-1,01713e+02
10987  ;-9,33894  ;2,38262  ;3,09778  ;-1,01845e+02
1277  ;-0,703786  ;2,98933  ;3,89943  ;-1,02177e+02
9054  ;-7,52486  ;1,06605  ;4,84894  ;-1,02409e+02
2659  ;-0,353574  ;6,65263  ;3,77021  ;-1,02876e+02
10651  ;-0,351893  ;2,81474  ;3,69047  ;-1,03180e+02
3888  ;-8,09618  ;3,91942  ;5,52704  ;-1,03234e+02
5737  ;-0,351901  ;4,47982  ;3,15186  ;-1,03361e+02
10264  ;-0,3041  ;2,34012  ;3,47538  ;-1,05891e+02
4424  ;-9,6304  ;1,49018  ;3,36474  ;-1,07212e+02
7871  ;-9,68192  ;1,8957  ;2,71358  ;-1,07215e+02
3502  ;-6,5117  ;3,20069  ;5,99764  ;-1,07654e+02
5531  ;-8,93719  ;2,93579  ;4,7587  ;-1,07689e+02
9617  ;-0,326214  ;5,2197  ;2,76407  ;-1,08228e+02
1471  ;-0,6082  ;2,04009  ;3,46926  ;-1,08747e+02
1235  ;-9,2705  ;4,54157  ;3,70294  ;-1,09683e+02
5204  ;-0,315711  ;5,68192  ;2,40309  ;-1,09929e+02
3457  ;-8,69789  ;10  ;2,74491  ;-1,10218e+02
2831  ;-7,33197  ;4,59609  ;5,915  ;-1,10396e+02
9689  ;-9,6694  ;1,12933  ;2,21126  ;-1,10417e+02
3906  ;-3,85606  ;8,58229  ;5,59919  ;-1,10563e+02
2355  ;-3,31861  ;7,47659  ;5,91537  ;-1,10586e+02
4802  ;-9,2323  ;7,73581  ;3,68458  ;-1,11028e+02
7787  ;-4,8698  ;9,62578  ;4,74089  ;-1,12084e+02
5485  ;-8,22071  ;0,29863  ;3,67105  ;-1,12406e+02
3904  ;-4,38885  ;8,27904  ;5,77255  ;-1,12808e+02
5840  ;-7,82548  ;7,93436  ;5,26564  ;-1,12930e+02
4220  ;-9,64482  ;5,2812  ;3,56348  ;-1,13077e+02
5335  ;-7,0939  ;1,10054  ;5,05328  ;-1,13407e+02
6531  ;-6,85507  ;9,64066  ;4,43673  ;-1,13508e+02
5529  ;-8,68286  ;3,15825  ;5,08468  ;-1,14348e+02
4162  ;-3,81921  ;1,77801  ;5,72012  ;-1,15275e+02
2059  ;-7,1802  ;3,70863  ;5,89613  ;-1,15797e+02
2167  ;-8,30529  ;5,15863  ;5,41038  ;-1,15987e+02
10077  ;-9,66576  ;6,75014  ;3,21  ;-1,16018e+02
8937  ;-9,6675  ;7,335  ;1,1008  ;-1,17230e+02
5486  ;-9,55888  ;0  ;1,69515  ;-1,17437e+02
1909  ;-4,14283  ;5,81494  ;6,22111  ;-1,17449e+02
1306  ;-1,50463  ;5,60554  ;5,21095  ;-1,17733e+02
10792  ;-3,18986  ;0,368905  ;4,42891  ;-1,18082e+02
2567  ;-8,71991  ;1,09166  ;4,01758  ;-1,18134e+02
11275  ;-9,36117  ;2,06189  ;2,9307  ;-1,18177e+02
2325  ;-1,19947  ;4,52854  ;4,99729  ;-1,18282e+02
10191  ;-9,30969  ;1,56309  ;3,15434  ;-1,18479e+02
10540  ;-9,68248  ;7,88117  ;3,51124  ;-1,20182e+02
8039  ;-9,63165  ;6,24689  ;3,31595  ;-1,20301e+02
3782  ;-9,70981  ;9,00295  ;2,74338  ;-1,20345e+02
6105  ;-0,313401  ;7,60263  ;3,36986  ;-1,20851e+02
4364  ;-1,80955  ;9,64406  ;3,75512  ;-1,21134e+02
7216  ;-9,6804  ;7,83372  ;2,60113  ;-1,21138e+02
2827  ;-6,87106  ;4,46119  ;6,03909  ;-1,22018e+02
4409  ;-6,24005  ;1,88068  ;5,71655  ;-1,22495e+02
10140  ;-6,80118  ;0,369265  ;4,43318  ;-1,22844e+02
7414  ;-9,67924  ;2,35923  ;3,4345  ;-1,23307e+02
7975  ;-9,67924  ;2,32843  ;2,96899  ;-1,23473e+02
4366  ;-1,68127  ;8,84519  ;4,49878  ;-1,23618e+02
2023  ;-4,39618  ;4,00281  ;6,23678  ;-1,24052e+02
4019  ;-9,13098  ;9,06766  ;3,37571  ;-1,24116e+02
2175  ;-6,24464  ;6,85748  ;6,04844  ;-1,24192e+02
1743  ;-4,14278  ;2,12409  ;5,8767  ;-1,24522e+02
4207  ;-2,7419  ;1,96426  ;5,43211  ;-1,24783e+02
5856  ;-8,86818  ;5,78113  ;4,95669  ;-1,25022e+02
8008  ;-9,68694  ;3,02979  ;2,30095  ;-1,25764e+02
1949  ;-5,73567  ;4,42321  ;6,2335  ;-1,25968e+02
5973  ;-0,323116  ;6,39618  ;1,96  ;-1,27003e+02
10488  ;-0,655993  ;2,51471  ;3,68435  ;-1,27192e+02
8112  ;-1,05431  ;5,94218  ;4,90838  ;-1,27267e+02
1276  ;-1,51555  ;2,4237  ;4,94115  ;-1,28047e+02
8940  ;-8,69639  ;7,44164  ;4,8461  ;-1,28061e+02
2338  ;-2,17451  ;4,60834  ;5,70002  ;-1,28340e+02
7702  ;-0,326732  ;8,86564  ;2,14203  ;-1,28833e+02
6256  ;-0,403518  ;9,06998  ;2,71113  ;-1,30089e+02
8617  ;-9,54982  ;7,21452  ;3,65484  ;-1,30921e+02
8607  ;-8,81885  ;4,69434  ;4,93883  ;-1,31015e+02
6104  ;-0,313401  ;8,05611  ;3,12297  ;-1,31020e+02
11136  ;-9,23125  ;3,39808  ;4,11707  ;-1,32248e+02
7453  ;-7,66751  ;0,810227  ;4,55592  ;-1,33322e+02
6255  ;-0,839607  ;9,52807  ;2,72749  ;-1,33364e+02
4493  ;-6,8829  ;1,94574  ;5,54571  ;-1,33384e+02
8740  ;-9,27414  ;4,64237  ;3,2441  ;-1,33755e+02
7104  ;-0,366435  ;5,27912  ;3,57952  ;-1,33921e+02
4773  ;-0,700778  ;8,3675  ;3,57615  ;-1,34422e+02
3778  ;-9,56391  ;9,56391  ;2,4898  ;-1,34850e+02
4589  ;-1,77134  ;6,41495  ;5,31578  ;-1,34857e+02
6466  ;-8,55514  ;9,62862  ;3,37723  ;-1,35225e+02
9422  ;-3,15321  ;1,00023  ;5,01964  ;-1,35465e+02
7413  ;-9,67924  ;1,90503  ;3,18844  ;-1,36005e+02
9694  ;-9,63045  ;0,985578  ;2,6801  ;-1,36376e+02
2658  ;-0,353574  ;7,17345  ;3,65988  ;-1,36677e+02
10393  ;-0,988483  ;8,23901  ;4,34804  ;-1,36724e+02
8106  ;-1,05847  ;7,05394  ;4,74731  ;-1,36737e+02
5739  ;-0,351901  ;4,75286  ;3,55413  ;-1,36847e+02
11369  ;-6,30463  ;0,720986  ;5,00923  ;-1,36859e+02
7773  ;-0,390083  ;6,26127  ;3,36121  ;-1,37076e+02
4601  ;-1,91174  ;5,43322  ;5,52144  ;-1,37093e+02
9687  ;-10  ;1,3919  ;1,60119  ;-1,37168e+02
9695  ;-9,17284  ;0,52748  ;2,67789  ;-1,38013e+02
11283  ;-9,39021  ;8,53987  ;2,80679  ;-1,38121e+02
10246  ;-0,687205  ;7,12683  ;3,33316  ;-1,38259e+02
2324  ;-1,09089  ;4,17217  ;4,81062  ;-1,38813e+02
2664  ;-7,80381  ;7,46337  ;5,54552  ;-1,39045e+02
3523  ;-5,23469  ;2,10394  ;5,85921  ;-1,39876e+02
4502  ;-1,97908  ;7,73729  ;5,18382  ;-1,39943e+02
9936  ;-0,572715  ;0,865076  ;3,16975  ;-1,40655e+02
3781  ;-9,27372  ;9,43904  ;2,74339  ;-1,43907e+02
3154  ;-1,1191  ;1,12151  ;3,63152  ;-1,44053e+02
10564  ;-8,93203  ;2,41212  ;4,41415  ;-1,45188e+02
6995  ;-7,31804  ;8,94684  ;4,86418  ;-1,45277e+02
991  ;-6,85074  ;8,41578  ;5,39431  ;-1,45930e+02
939  ;-7,89372  ;1,45344  ;4,86303  ;-1,46013e+02
10503  ;-0,312073  ;1,86841  ;2,7539  ;-1,46088e+02
8895  ;-0,333631  ;7,30759  ;3,1384  ;-1,46172e+02
9816  ;-9,58705  ;2,80102  ;3,65495  ;-1,46688e+02
4711  ;-7,68565  ;1,85773  ;5,28799  ;-1,46826e+02
11405  ;-0,624206  ;7,89265  ;2,85822  ;-1,47168e+02
3263  ;-5,60104  ;7,93098  ;5,83052  ;-1,47738e+02
6383  ;-9,6893  ;7,02788  ;2,27418  ;-1,48833e+02
1184  ;-2,46819  ;2,34249  ;5,46129  ;-1,50319e+02
11353  ;-9,58381  ;3,76684  ;3,31773  ;-1,50361e+02
8020  ;-9,63525  ;4,77078  ;3,58352  ;-1,51039e+02
1441  ;-0,703801  ;4,50572  ;3,64415  ;-1,51407e+02
3495  ;-4,93562  ;2,43432  ;5,97209  ;-1,52117e+02
4461  ;-1,10967  ;2,70651  ;4,42029  ;-1,52911e+02
4587  ;-2,29098  ;7,36147  ;5,49924  ;-1,54281e+02
1597  ;-9,1741  ;2,9548  ;3,84645  ;-1,55008e+02
3617  ;-7,86774  ;4,31268  ;5,61571  ;-1,55020e+02
4454  ;-1,73468  ;4,08281  ;5,32317  ;-1,55387e+02
6091  ;-2,28747  ;9,64406  ;3,98693  ;-1,55643e+02
3632  ;-8,08878  ;4,76308  ;5,47756  ;-1,55778e+02
697  ;-3,78926  ;3,11286  ;5,99222  ;-1,55812e+02
10158  ;-8,75904  ;6,92476  ;4,88196  ;-1,57497e+02
3924  ;-2,22974  ;3,1947  ;5,57465  ;-1,57750e+02
1282  ;-7,03181  ;1,52243  ;5,27171  ;-1,57911e+02
7870  ;-9,68192  ;2,31909  ;2,49413  ;-1,58639e+02
862  ;-1,48949  ;4,17164  ;5,00889  ;-1,59015e+02
10561  ;-0,32828  ;1,00665  ;1,70061  ;-1,60143e+02
9171  ;-6,76598  ;1,01177  ;5,01685  ;-1,60247e+02
3907  ;-2,99485  ;7,86543  ;5,505  ;-1,60995e+02
10131  ;-7,26216  ;9,28288  ;4,5359  ;-1,61352e+02
2353  ;-3,37706  ;6,96758  ;5,8877  ;-1,61418e+02
4501  ;-1,60589  ;7,20908  ;4,99285  ;-1,61462e+02
10066  ;-0,310805  ;8,09771  ;2,70658  ;-1,61557e+02
8723  ;-8,36427  ;1,54192  ;4,61095  ;-1,62473e+02
2026  ;-6,35223  ;4,46479  ;6,07037  ;-1,62516e+02
10076  ;-9,66576  ;7,27444  ;3,11064  ;-1,63470e+02
5953  ;-0,323116  ;7,10361  ;2,3601  ;-1,63731e+02
8587  ;-3,17986  ;9,63942  ;4,38493  ;-1,63994e+02
9970  ;-2,33296  ;0,305933  ;3,93839  ;-1,64357e+02
11247  ;-8,9515  ;4,69722  ;4,62736  ;-1,64503e+02
3746  ;-2,44987  ;6,92946  ;5,62686  ;-1,64581e+02
8705  ;-8,10792  ;9,68906  ;3,73111  ;-1,65056e+02
4709  ;-8,22162  ;1,79774  ;4,90397  ;-1,65427e+02
329  ;-8,26795  ;10  ;3  ;-1,65584e+02
7489  ;-0,403518  ;8,65866  ;2,96826  ;-1,65938e+02
310  ;-1,73205  ;10  ;3  ;-1,66561e+02
5200  ;-0,309386  ;5,06807  ;2,29173  ;-1,67579e+02
1127  ;-8,54646  ;4,27327  ;4,89157  ;-1,68455e+02
3283  ;-5,18725  ;3,2644  ;6,08614  ;-1,68703e+02
2162  ;-8,73883  ;5,47014  ;4,93398  ;-1,68801e+02
5670  ;-0,572715  ;0,432063  ;2,91975  ;-1,69998e+02
6384  ;-9,6893  ;6,56258  ;2,30492  ;-1,71149e+02
9619  ;-0,326214  ;4,94687  ;3,16624  ;-1,71349e+02
9155  ;-5,99181  ;0,993235  ;5,15521  ;-1,71360e+02
8900  ;-0,678115  ;4,69973  ;3,25627  ;-1,71512e+02
3615  ;-7,47646  ;4,10549  ;5,68776  ;-1,72061e+02
5947  ;-0,718336  ;5,03198  ;3,66955  ;-1,72773e+02
